name	ensembl_gene_id	external_gene_name
SRR1258429.filtered.BAM_peak_2853	ENSMUSG00000072893	4933439C10Rik
SRR1258429.filtered.BAM_peak_6346	ENSMUSG00000085269	Gm15777
SRR1258429.filtered.BAM_peak_7568	ENSMUSG00000037982	Gm9725
SRR1258429.filtered.BAM_peak_7706	ENSMUSG00000031730	Dhodh
SRR1258429.filtered.BAM_peak_8248	ENSMUSG00000087174	5530601H04Rik
SRR1258429.filtered.BAM_peak_8195	ENSMUSG00000055188	Rbm3os
SRR1258429.filtered.BAM_peak_7158	ENSMUSG00000030849	Fgfr2
SRR1258429.filtered.BAM_peak_7161	ENSMUSG00000030849	Fgfr2
SRR1258429.filtered.BAM_peak_7162	ENSMUSG00000030849	Fgfr2
SRR1258429.filtered.BAM_peak_6241	ENSMUSG00000055061	4931431C16Rik
SRR1258429.filtered.BAM_peak_5357	ENSMUSG00000083674	Zfp133-ps
SRR1258429.filtered.BAM_peak_1708	ENSMUSG00000006005	Tpr
SRR1258429.filtered.BAM_peak_2405	ENSMUSG00000085572	Gm16234
SRR1258429.filtered.BAM_peak_7926	ENSMUSG00000086728	Man2c1os
SRR1258429.filtered.BAM_peak_6657	ENSMUSG00000087578	Ccdc142os
SRR1258429.filtered.BAM_peak_3082	ENSMUSG00000034621	Gpatch8
SRR1258429.filtered.BAM_peak_4816	ENSMUSG00000048410	Zfp407
SRR1258429.filtered.BAM_peak_5261	ENSMUSG00000074981	Dcdc5
SRR1258429.filtered.BAM_peak_6610	ENSMUSG00000085776	5430402O13Rik
SRR1258429.filtered.BAM_peak_6755	ENSMUSG00000030177	Ccdc77
SRR1258429.filtered.BAM_peak_5671	ENSMUSG00000086557	Gm15999
SRR1258429.filtered.BAM_peak_2931	ENSMUSG00000069808	Fam57a
SRR1258429.filtered.BAM_peak_7751	ENSMUSG00000092329	Gm20388
SRR1258429.filtered.BAM_peak_7758	ENSMUSG00000092329	Gm20388
SRR1258429.filtered.BAM_peak_7767	ENSMUSG00000092329	Gm20388
SRR1258429.filtered.BAM_peak_7770	ENSMUSG00000092329	Gm20388
SRR1258429.filtered.BAM_peak_7778	ENSMUSG00000092329	Gm20388
SRR1258429.filtered.BAM_peak_3377	ENSMUSG00000061533	Cep128
SRR1258429.filtered.BAM_peak_3064	ENSMUSG00000001240	Ramp2
SRR1258429.filtered.BAM_peak_1920	ENSMUSG00000026696	Vamp4
SRR1258429.filtered.BAM_peak_2857	ENSMUSG00000085260	Med9os
SRR1258429.filtered.BAM_peak_7169	ENSMUSG00000049571	Cfap46
SRR1258429.filtered.BAM_peak_5256	ENSMUSG00000045106	Ccdc73
SRR1258429.filtered.BAM_peak_7144	ENSMUSG00000049739	Zfp646
SRR1258429.filtered.BAM_peak_6854	ENSMUSG00000048481	Mypop
SRR1258429.filtered.BAM_peak_7903	ENSMUSG00000059820	Nkapd1
SRR1258429.filtered.BAM_peak_355	ENSMUSG00000041945	Mfsd9
SRR1258429.filtered.BAM_peak_3249	ENSMUSG00000056899	Immp2l
SRR1258429.filtered.BAM_peak_7050	ENSMUSG00000030706	Mrpl48
SRR1258429.filtered.BAM_peak_5833	ENSMUSG00000087402	Gm11867
SRR1258429.filtered.BAM_peak_6695	ENSMUSG00000014551	Mrps25
SRR1258429.filtered.BAM_peak_3135	ENSMUSG00000020744	Slc25a19
SRR1258429.filtered.BAM_peak_6680	ENSMUSG00000084950	Gm5577
SRR1258429.filtered.BAM_peak_5442	ENSMUSG00000027522	Stx16
SRR1258429.filtered.BAM_peak_6135	ENSMUSG00000028965	Tnfrsf9
SRR1258429.filtered.BAM_peak_5205	ENSMUSG00000026999	Nup35
SRR1258429.filtered.BAM_peak_5348	ENSMUSG00000086575	Gm14104
SRR1258429.filtered.BAM_peak_6145	ENSMUSG00000086682	Gm16023
SRR1258429.filtered.BAM_peak_5439	ENSMUSG00000087633	Gm14455
SRR1258429.filtered.BAM_peak_6540	ENSMUSG00000052419	2610001J05Rik
SRR1258429.filtered.BAM_peak_6442	ENSMUSG00000025537	Phkg1
SRR1258429.filtered.BAM_peak_3097	ENSMUSG00000085255	Taco1os
SRR1258429.filtered.BAM_peak_5286	ENSMUSG00000027323	Rad51
SRR1258429.filtered.BAM_peak_4369	ENSMUSG00000087190	D430001F17Rik
SRR1258429.filtered.BAM_peak_1897	ENSMUSG00000086277	4930558K02Rik
SRR1258429.filtered.BAM_peak_7042	ENSMUSG00000086993	Rsf1os2
SRR1258429.filtered.BAM_peak_4146	NA	NA
SRR1258429.filtered.BAM_peak_6021	ENSMUSG00000085408	C530005A16Rik
SRR1258429.filtered.BAM_peak_970	ENSMUSG00000073643	Wdfy1
SRR1258429.filtered.BAM_peak_2535	ENSMUSG00000035027	Map2k2
SRR1258429.filtered.BAM_peak_5081	ENSMUSG00000026798	Coq4
SRR1258429.filtered.BAM_peak_5986	ENSMUSG00000073791	Efcab7
SRR1258429.filtered.BAM_peak_6435	ENSMUSG00000029416	Slc15a4
SRR1258429.filtered.BAM_peak_546	ENSMUSG00000099913	Gm28551
SRR1258429.filtered.BAM_peak_4161	ENSMUSG00000014232	Cluap1
SRR1258429.filtered.BAM_peak_5697	ENSMUSG00000087260	Lamtor5
SRR1258429.filtered.BAM_peak_5554	ENSMUSG00000027746	Ufm1
SRR1258429.filtered.BAM_peak_4161	ENSMUSG00000093575	Gm20695
SRR1258429.filtered.BAM_peak_4162	ENSMUSG00000093575	Gm20695
SRR1258429.filtered.BAM_peak_8259	ENSMUSG00000087553	5730412P04Rik
SRR1258429.filtered.BAM_peak_8036	ENSMUSG00000101152	Gm28305
SRR1258429.filtered.BAM_peak_2529	ENSMUSG00000020211	Sf3a2
SRR1258429.filtered.BAM_peak_6112	ENSMUSG00000066036	Ubr4
SRR1258429.filtered.BAM_peak_5610	ENSMUSG00000085527	Gm15535
SRR1258429.filtered.BAM_peak_5968	ENSMUSG00000086251	Gm12694
SRR1258429.filtered.BAM_peak_6617	ENSMUSG00000038236	Hoxa7
SRR1258429.filtered.BAM_peak_3945	ENSMUSG00000087532	Gm15938
SRR1258429.filtered.BAM_peak_5302	ENSMUSG00000085633	Bloc1s6os
SRR1258429.filtered.BAM_peak_3638	ENSMUSG00000021597	Slf1
SRR1258429.filtered.BAM_peak_7993	ENSMUSG00000086918	4930429F24Rik
SRR1258429.filtered.BAM_peak_2752	ENSMUSG00000020311	Erlec1
SRR1258429.filtered.BAM_peak_6083	ENSMUSG00000040025	Ythdf2
SRR1258429.filtered.BAM_peak_3538	ENSMUSG00000086693	A730081D07Rik
SRR1258429.filtered.BAM_peak_5610	ENSMUSG00000102805	Gm37240
SRR1258429.filtered.BAM_peak_2822	ENSMUSG00000036391	Sec24a
SRR1258429.filtered.BAM_peak_13	ENSMUSG00000104217	Gm37988
SRR1258429.filtered.BAM_peak_7195	ENSMUSG00000087687	Pet100
SRR1258429.filtered.BAM_peak_5633	ENSMUSG00000027942	4933434E20Rik
SRR1258429.filtered.BAM_peak_4484	ENSMUSG00000024298	Zfp871
SRR1258429.filtered.BAM_peak_1881	ENSMUSG00000053332	Gas5
SRR1258429.filtered.BAM_peak_2039	ENSMUSG00000044306	4930500M09Rik
SRR1258429.filtered.BAM_peak_4856	ENSMUSG00000024797	Vps51
SRR1258429.filtered.BAM_peak_1881	ENSMUSG00000043467	Zbtb37
SRR1258429.filtered.BAM_peak_7079	ENSMUSG00000005610	Eif4g2
SRR1258429.filtered.BAM_peak_4026	ENSMUSG00000022335	Zfat
SRR1258429.filtered.BAM_peak_7735	ENSMUSG00000090217	Gm16116
SRR1258429.filtered.BAM_peak_6443	ENSMUSG00000025533	Asl
SRR1258429.filtered.BAM_peak_6484	ENSMUSG00000089889	0610040B10Rik
SRR1258429.filtered.BAM_peak_3884	ENSMUSG00000090216	Gm16549
SRR1258429.filtered.BAM_peak_4231	ENSMUSG00000022858	Tra2b
SRR1258429.filtered.BAM_peak_7626	ENSMUSG00000090105	Gm15890
SRR1258429.filtered.BAM_peak_1897	ENSMUSG00000103393	Gm38304
SRR1258429.filtered.BAM_peak_322	ENSMUSG00000058407	Txndc9
SRR1258429.filtered.BAM_peak_4856	ENSMUSG00000100621	Gm28374
SRR1258429.filtered.BAM_peak_3889	ENSMUSG00000022110	Sucla2
SRR1258429.filtered.BAM_peak_3592	ENSMUSG00000021557	Agtpbp1
SRR1258429.filtered.BAM_peak_4076	ENSMUSG00000022403	St13
SRR1258429.filtered.BAM_peak_7969	NA	NA
SRR1258429.filtered.BAM_peak_1521	ENSMUSG00000090553	Snrpe
SRR1258429.filtered.BAM_peak_7856	ENSMUSG00000031993	Snx19
SRR1258429.filtered.BAM_peak_4834	ENSMUSG00000094936	Rbm4
SRR1258429.filtered.BAM_peak_7550	ENSMUSG00000005410	Mcm5
SRR1258429.filtered.BAM_peak_6685	ENSMUSG00000033216	Eefsec
SRR1258429.filtered.BAM_peak_4042	ENSMUSG00000022562	Oplah
SRR1258429.filtered.BAM_peak_3421	ENSMUSG00000021275	Tecpr2
SRR1258429.filtered.BAM_peak_6343	ENSMUSG00000091623	Gm17092
SRR1258429.filtered.BAM_peak_4312	ENSMUSG00000022752	Tomm70a
SRR1258429.filtered.BAM_peak_4893	ENSMUSG00000024683	Mrpl16
SRR1258429.filtered.BAM_peak_8105	ENSMUSG00000025241	Fyco1
SRR1258429.filtered.BAM_peak_4219	ENSMUSG00000000884	Gnb1l
SRR1258429.filtered.BAM_peak_4051	ENSMUSG00000059323	Tonsl
SRR1258429.filtered.BAM_peak_8007	ENSMUSG00000032872	Cyb5r4
SRR1258429.filtered.BAM_peak_6638	ENSMUSG00000053012	Krcc1
SRR1258429.filtered.BAM_peak_3638	ENSMUSG00000071252	2210408I21Rik
SRR1258429.filtered.BAM_peak_2931	ENSMUSG00000017286	Glod4
SRR1258429.filtered.BAM_peak_3020	ENSMUSG00000091228	Gm20390
SRR1258429.filtered.BAM_peak_2509	ENSMUSG00000001150	Mcm3ap
SRR1258429.filtered.BAM_peak_5312	ENSMUSG00000023330	Dtwd1
SRR1258429.filtered.BAM_peak_4834	ENSMUSG00000096370	Gm21992
SRR1258429.filtered.BAM_peak_2511	ENSMUSG00000009293	Ube2g2
SRR1258429.filtered.BAM_peak_4919	ENSMUSG00000040929	Rfx3
SRR1258429.filtered.BAM_peak_2613	ENSMUSG00000092210	A930009A15Rik
SRR1258429.filtered.BAM_peak_2511	ENSMUSG00000112241	Gm49325
SRR1258429.filtered.BAM_peak_7981	ENSMUSG00000092310	Gm20509
SRR1258429.filtered.BAM_peak_4763	ENSMUSG00000053644	Aldh7a1
SRR1258429.filtered.BAM_peak_3854	ENSMUSG00000114942	Gm49361
SRR1258429.filtered.BAM_peak_4355	ENSMUSG00000093606	B130034C11Rik
SRR1258429.filtered.BAM_peak_6628	ENSMUSG00000071893	Vmn1r4
SRR1258429.filtered.BAM_peak_6162	ENSMUSG00000053178	Mterf1b
SRR1258429.filtered.BAM_peak_3400	ENSMUSG00000093579	Gm20036
SRR1258429.filtered.BAM_peak_6955	ENSMUSG00000000948	Gm38393
SRR1258429.filtered.BAM_peak_3276	ENSMUSG00000096349	Gm22513
SRR1258429.filtered.BAM_peak_7840	ENSMUSG00000096981	Gm16845
SRR1258429.filtered.BAM_peak_2605	ENSMUSG00000097185	Gm26596
SRR1258429.filtered.BAM_peak_6891	ENSMUSG00000096916	Zfp850
SRR1258429.filtered.BAM_peak_2045	ENSMUSG00000096968	Gm26620
SRR1258429.filtered.BAM_peak_650	ENSMUSG00000097573	G730003C15Rik
SRR1258429.filtered.BAM_peak_5620	ENSMUSG00000097156	Gm3764
SRR1258429.filtered.BAM_peak_7716	ENSMUSG00000097380	Gm26816
SRR1258429.filtered.BAM_peak_7002	ENSMUSG00000097685	Gm26646
SRR1258429.filtered.BAM_peak_1521	ENSMUSG00000097014	Gm26706
SRR1258429.filtered.BAM_peak_5377	ENSMUSG00000097722	Gm26841
SRR1258429.filtered.BAM_peak_4185	ENSMUSG00000071669	Snx29
SRR1258429.filtered.BAM_peak_1515	ENSMUSG00000097760	6030442K20Rik
SRR1258429.filtered.BAM_peak_7825	ENSMUSG00000097469	Gm26733
SRR1258429.filtered.BAM_peak_4454	ENSMUSG00000097518	Gm26694
SRR1258429.filtered.BAM_peak_4455	ENSMUSG00000097518	Gm26694
SRR1258429.filtered.BAM_peak_4457	ENSMUSG00000097518	Gm26694
SRR1258429.filtered.BAM_peak_5661	ENSMUSG00000097204	Gm17690
SRR1258429.filtered.BAM_peak_4635	ENSMUSG00000097641	Gm26865
SRR1258429.filtered.BAM_peak_6212	ENSMUSG00000097561	4632411P08Rik
SRR1258429.filtered.BAM_peak_4583	ENSMUSG00000096988	A930029G22Rik
SRR1258429.filtered.BAM_peak_6540	ENSMUSG00000097616	1110019D14Rik
SRR1258429.filtered.BAM_peak_6196	ENSMUSG00000097207	6030443J06Rik
SRR1258429.filtered.BAM_peak_2552	ENSMUSG00000097309	Gm17249
SRR1258429.filtered.BAM_peak_4529	ENSMUSG00000097560	Gm26904
SRR1258429.filtered.BAM_peak_4144	ENSMUSG00000097234	Gm26518
SRR1258429.filtered.BAM_peak_4145	ENSMUSG00000097234	Gm26518
SRR1258429.filtered.BAM_peak_50	ENSMUSG00000097893	1700034P13Rik
SRR1258429.filtered.BAM_peak_111	ENSMUSG00000097744	D030040B21Rik
SRR1258429.filtered.BAM_peak_3537	ENSMUSG00000096932	5033403F01Rik
SRR1258429.filtered.BAM_peak_6530	ENSMUSG00000097356	Gm26774
SRR1258429.filtered.BAM_peak_2669	ENSMUSG00000096923	A730071L15Rik
SRR1258429.filtered.BAM_peak_2564	ENSMUSG00000097412	1810014B01Rik
SRR1258429.filtered.BAM_peak_4692	ENSMUSG00000097553	4930455D15Rik
SRR1258429.filtered.BAM_peak_5576	ENSMUSG00000097724	Gm26850
SRR1258429.filtered.BAM_peak_7002	ENSMUSG00000097699	5430400D12Rik
SRR1258429.filtered.BAM_peak_1038	ENSMUSG00000097564	C430014B12Rik
SRR1258429.filtered.BAM_peak_4899	ENSMUSG00000097557	C130060C02Rik
SRR1258429.filtered.BAM_peak_4630	ENSMUSG00000097460	Gm26734
SRR1258429.filtered.BAM_peak_5653	ENSMUSG00000097167	Gm16740
SRR1258429.filtered.BAM_peak_2579	ENSMUSG00000097407	4933408J17Rik
SRR1258429.filtered.BAM_peak_6691	ENSMUSG00000097693	4930471M09Rik
SRR1258429.filtered.BAM_peak_6913	ENSMUSG00000097509	B230322F03Rik
SRR1258429.filtered.BAM_peak_4630	ENSMUSG00000066057	Gm1976
SRR1258429.filtered.BAM_peak_7751	ENSMUSG00000097944	A130014A01Rik
SRR1258429.filtered.BAM_peak_4104	ENSMUSG00000099319	Mir7648
SRR1258429.filtered.BAM_peak_7000	ENSMUSG00000050382	Kif7
SRR1258429.filtered.BAM_peak_6638	ENSMUSG00000098623	Mir8112
SRR1258429.filtered.BAM_peak_4115	ENSMUSG00000097536	2610037D02Rik
SRR1258429.filtered.BAM_peak_3649	ENSMUSG00000050334	C130071C03Rik
SRR1258429.filtered.BAM_peak_1468	ENSMUSG00000102014	2900009J06Rik
SRR1258429.filtered.BAM_peak_3363	ENSMUSG00000034157	Cipc
SRR1258429.filtered.BAM_peak_525	ENSMUSG00000101628	Gm28177
SRR1258429.filtered.BAM_peak_526	ENSMUSG00000101628	Gm28177
SRR1258429.filtered.BAM_peak_7965	ENSMUSG00000101555	Gm28731
SRR1258429.filtered.BAM_peak_557	ENSMUSG00000073678	Pgap1
SRR1258429.filtered.BAM_peak_7075	ENSMUSG00000101585	1600010M07Rik
SRR1258429.filtered.BAM_peak_4641	ENSMUSG00000101320	Gm28529
SRR1258429.filtered.BAM_peak_7849	ENSMUSG00000100002	Gm29642
SRR1258429.filtered.BAM_peak_722	ENSMUSG00000084799	Ino80dos
SRR1258429.filtered.BAM_peak_6691	ENSMUSG00000100680	1810044D09Rik
SRR1258429.filtered.BAM_peak_4435	ENSMUSG00000039218	Srrm2
SRR1258429.filtered.BAM_peak_837	ENSMUSG00000025997	Ikzf2
SRR1258429.filtered.BAM_peak_8088	ENSMUSG00000032443	Zcwpw2
SRR1258429.filtered.BAM_peak_4130	ENSMUSG00000100599	1700120C14Rik
SRR1258429.filtered.BAM_peak_1187	ENSMUSG00000101172	Gm28535
SRR1258429.filtered.BAM_peak_6103	ENSMUSG00000101493	2810405F17Rik
SRR1258429.filtered.BAM_peak_1496	ENSMUSG00000026409	Pfkfb2
SRR1258429.filtered.BAM_peak_1508	ENSMUSG00000026434	Nucks1
SRR1258429.filtered.BAM_peak_1429	ENSMUSG00000026342	Slc35f5
SRR1258429.filtered.BAM_peak_3767	ENSMUSG00000099966	2810402E24Rik
SRR1258429.filtered.BAM_peak_2152	ENSMUSG00000091476	Catspere2
SRR1258429.filtered.BAM_peak_8061	ENSMUSG00000032609	Klhdc8b
SRR1258429.filtered.BAM_peak_6448	ENSMUSG00000104195	B230377A18Rik
SRR1258429.filtered.BAM_peak_5498	ENSMUSG00000102758	Naaladl2
SRR1258429.filtered.BAM_peak_197	ENSMUSG00000102398	Gm37580
SRR1258429.filtered.BAM_peak_1839	ENSMUSG00000103971	Gm37679
SRR1258429.filtered.BAM_peak_5488	ENSMUSG00000102886	Gm30667
SRR1258429.filtered.BAM_peak_4162	ENSMUSG00000103481	1700016D08Rik
SRR1258429.filtered.BAM_peak_1950	ENSMUSG00000026575	Nme7
SRR1258429.filtered.BAM_peak_5611	ENSMUSG00000103408	Gm37933
SRR1258429.filtered.BAM_peak_6955	ENSMUSG00000102627	Snurf
SRR1258429.filtered.BAM_peak_2161	ENSMUSG00000026495	Efcab2
SRR1258429.filtered.BAM_peak_5538	ENSMUSG00000102263	Gm31415
SRR1258429.filtered.BAM_peak_6037	ENSMUSG00000102819	Gm37817
SRR1258429.filtered.BAM_peak_1978	ENSMUSG00000103400	Gm15853
SRR1258429.filtered.BAM_peak_8004	ENSMUSG00000103715	4933431K14Rik
SRR1258429.filtered.BAM_peak_6435	ENSMUSG00000105362	Gm43474
SRR1258429.filtered.BAM_peak_5798	ENSMUSG00000105834	4930592C13Rik
SRR1258429.filtered.BAM_peak_6348	ENSMUSG00000104761	Gm43511
SRR1258429.filtered.BAM_peak_6377	ENSMUSG00000104970	Gm43137
SRR1258429.filtered.BAM_peak_5802	ENSMUSG00000105201	Gm43362
SRR1258429.filtered.BAM_peak_6369	ENSMUSG00000106103	Gm43081
SRR1258429.filtered.BAM_peak_6680	ENSMUSG00000106591	Gm47286
SRR1258429.filtered.BAM_peak_5799	ENSMUSG00000039988	Ankrd13c
SRR1258429.filtered.BAM_peak_6437	ENSMUSG00000104873	Gm40332
SRR1258429.filtered.BAM_peak_6497	ENSMUSG00000070420	Zscan25
SRR1258429.filtered.BAM_peak_6522	ENSMUSG00000044156	Hepacam2
SRR1258429.filtered.BAM_peak_6774	ENSMUSG00000107045	Gm43636
SRR1258429.filtered.BAM_peak_6244	ENSMUSG00000107081	Gm43701
SRR1258429.filtered.BAM_peak_4246	ENSMUSG00000107002	0610012G03Rik
SRR1258429.filtered.BAM_peak_6685	ENSMUSG00000107561	Gm44264
SRR1258429.filtered.BAM_peak_6739	ENSMUSG00000107994	D830050J10Rik
SRR1258429.filtered.BAM_peak_6741	ENSMUSG00000108030	9530062K07Rik
SRR1258429.filtered.BAM_peak_6687	ENSMUSG00000107698	Gm44430
SRR1258429.filtered.BAM_peak_6668	ENSMUSG00000107539	Gm44790
SRR1258429.filtered.BAM_peak_6678	ENSMUSG00000107798	Gm44064
SRR1258429.filtered.BAM_peak_6662	ENSMUSG00000108660	Gm21284
SRR1258429.filtered.BAM_peak_6965	ENSMUSG00000108472	Gm45212
SRR1258429.filtered.BAM_peak_6693	ENSMUSG00000108310	Gm44712
SRR1258429.filtered.BAM_peak_7113	ENSMUSG00000108511	Gm44987
SRR1258429.filtered.BAM_peak_6920	ENSMUSG00000108749	Gm44767
SRR1258429.filtered.BAM_peak_6989	ENSMUSG00000108563	Gm44686
SRR1258429.filtered.BAM_peak_6642	ENSMUSG00000108466	Gm44771
SRR1258429.filtered.BAM_peak_3167	ENSMUSG00000109408	A930037H05Rik
SRR1258429.filtered.BAM_peak_8192	ENSMUSG00000109493	Gm45208
SRR1258429.filtered.BAM_peak_7106	ENSMUSG00000109233	Gm44866
SRR1258429.filtered.BAM_peak_6943	ENSMUSG00000109118	Gm32031
SRR1258429.filtered.BAM_peak_6932	ENSMUSG00000007837	Prrg2
SRR1258429.filtered.BAM_peak_4783	ENSMUSG00000109901	Chmp1b
SRR1258429.filtered.BAM_peak_7075	ENSMUSG00000061079	Zfp143
SRR1258429.filtered.BAM_peak_7079	ENSMUSG00000110424	1700012D14Rik
SRR1258429.filtered.BAM_peak_7081	ENSMUSG00000110424	1700012D14Rik
SRR1258429.filtered.BAM_peak_7171	ENSMUSG00000110136	Gm45785
SRR1258429.filtered.BAM_peak_5241	ENSMUSG00000075020	Mir670hg
SRR1258429.filtered.BAM_peak_525	ENSMUSG00000109599	Gm31812
SRR1258429.filtered.BAM_peak_7381	ENSMUSG00000031592	Pcm1
SRR1258429.filtered.BAM_peak_7116	ENSMUSG00000110230	Gm45846
SRR1258429.filtered.BAM_peak_6938	ENSMUSG00000002771	Grin2d
SRR1258429.filtered.BAM_peak_7179	ENSMUSG00000109936	Gm45889
SRR1258429.filtered.BAM_peak_6187	ENSMUSG00000109903	Gm28710
SRR1258429.filtered.BAM_peak_7294	ENSMUSG00000110129	Gm45453
SRR1258429.filtered.BAM_peak_7276	ENSMUSG00000110669	Gm10060
SRR1258429.filtered.BAM_peak_7778	ENSMUSG00000110615	Gm45890
SRR1258429.filtered.BAM_peak_7767	ENSMUSG00000110716	Gm39271
SRR1258429.filtered.BAM_peak_7888	ENSMUSG00000110773	AC061963.1
SRR1258429.filtered.BAM_peak_8081	ENSMUSG00000033392	Clasp2
SRR1258429.filtered.BAM_peak_8091	ENSMUSG00000111828	D830035M03Rik
SRR1258429.filtered.BAM_peak_7840	ENSMUSG00000111842	Gm49318
SRR1258429.filtered.BAM_peak_2577	ENSMUSG00000111740	AC122335.1
SRR1258429.filtered.BAM_peak_7824	ENSMUSG00000110910	4921534A09Rik
SRR1258429.filtered.BAM_peak_7892	ENSMUSG00000110899	Gm48840
SRR1258429.filtered.BAM_peak_8084	ENSMUSG00000056167	Cnot10
SRR1258429.filtered.BAM_peak_8000	ENSMUSG00000111769	Gm36278
SRR1258429.filtered.BAM_peak_7856	ENSMUSG00000111109	Gm30933
SRR1258429.filtered.BAM_peak_3193	ENSMUSG00000112694	Gm33037
SRR1258429.filtered.BAM_peak_3232	ENSMUSG00000020650	Bcap29
SRR1258429.filtered.BAM_peak_3335	ENSMUSG00000112278	Gm30025
SRR1258429.filtered.BAM_peak_2593	ENSMUSG00000019971	Cep290
SRR1258429.filtered.BAM_peak_3430	ENSMUSG00000047832	Cdca4
SRR1258429.filtered.BAM_peak_3417	ENSMUSG00000113361	B930059L03Rik
SRR1258429.filtered.BAM_peak_3377	ENSMUSG00000020963	Tshr
SRR1258429.filtered.BAM_peak_3522	ENSMUSG00000113965	A730091E23Rik
SRR1258429.filtered.BAM_peak_3210	ENSMUSG00000114024	Gm46336
SRR1258429.filtered.BAM_peak_3300	ENSMUSG00000021066	Atl1
SRR1258429.filtered.BAM_peak_3213	ENSMUSG00000116883	AC164424.1
SRR1258429.filtered.BAM_peak_3470	ENSMUSG00000113811	Gm47882
SRR1258429.filtered.BAM_peak_3213	ENSMUSG00000113157	Gm48693
SRR1258429.filtered.BAM_peak_3529	ENSMUSG00000114407	Gm48765
SRR1258429.filtered.BAM_peak_3775	ENSMUSG00000025290	Rps24
SRR1258429.filtered.BAM_peak_3755	ENSMUSG00000114463	Gm48162
SRR1258429.filtered.BAM_peak_3615	ENSMUSG00000114923	Gm49345
SRR1258429.filtered.BAM_peak_3616	ENSMUSG00000114923	Gm49345
SRR1258429.filtered.BAM_peak_4669	ENSMUSG00000033382	Trappc8
SRR1258429.filtered.BAM_peak_3991	ENSMUSG00000022338	Eny2
SRR1258429.filtered.BAM_peak_5050	ENSMUSG00000115074	Ndor1
SRR1258429.filtered.BAM_peak_3976	ENSMUSG00000115829	Gm48960
SRR1258429.filtered.BAM_peak_4013	ENSMUSG00000115463	Gm49356
